GUID,NUTS1,NUTS1NAME,NUTS2,NUTS2NAME,NUTS3,NUTS3NAME,COUNTY,COUNTYNAME,CSOED,OSIED,EDNAME,SA_PUB2011,SMALL_AREA,GEOGID,GEOGDESC,TO_POP2016,TO_HOU2016,AREA_SQMET,POP_DENS,DEP_RATIO,PER_NONIRE,HO_PRE2001,HO_POS2001,PER_FLAPBE,PER_RENT,PER_VAC,PER_UNEM,PER_PROF,PER_O_OCC,PER_3ED,PER_NO3ED,AV_PER_HOU,PER_NO_INT,PER_DISAB,TO_POP2011,PER_CH_POP,TO_HOU2011,PER_CH_HOU
4c07d11e-33e0-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02125,268110,Pembroke East A,268110004,268110004,A268110004,Small Area,287,114,20355.311444806674,14099.51,42.79,2.8,102,2,0.88,17.54,7.32,3.95,26.32,73.68,24.77,57.48,2.55,2.63,20.21,280,2.5,109,4.59
4c07d11e-34de-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02098,268051,Crumlin A,268051011,268051011,A268051011,Small Area,199,75,20347.941406948295,9779.86,40.14,10.15,68,0,0,9.33,2.6,7.6,10.67,89.33,12.68,64.79,2.64,2.67,15.58,185,7.57,76,-1.32
4c07d11e-371c-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02003,268003,Arran Quay C,268003010,268003010,A268003010,Small Area,316,115,20344.47548346383,15532.47,36.21,11.39,65,29,66.96,85.22,8.66,23.08,3.48,96.52,6.28,85.34,2.8,6.09,29.75,300,5.33,115,0
4c07d11e-3440-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02154,268150,Ushers C,268150011,268150011,A268150011,Small Area,296,126,20319.83285466111,14567.05,28.7,38.1,64,53,48.41,50.79,7.97,4.25,19.84,80.16,35.91,51.93,2.33,0.79,18.92,297,-0.34,126,0
4c07d11e-34bc-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02154,268150,Ushers C,268150004,268150004,A268150004,Small Area,185,76,20281.75630720335,9121.5,36.03,28.8,40,29,93.42,84.21,16.48,13.99,7.89,92.11,23.53,62.75,2.49,7.89,10.27,193,-4.15,81,-6.17
4c07d11e-3502-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02101,268054,Crumlin D,268054010,268054010,A268054010,Small Area,218,91,20276.214905557896,10751.51,40.65,21.1,52,29,69.23,49.45,8.08,4.62,12.09,87.91,25.17,46.15,2.42,2.2,11.93,231,-5.63,92,-1.09
4c07d11e-3600-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02005,268005,Arran Quay E,268005017,268005017,A268005017,Small Area,253,78,20247.484659452453,12495.38,42.13,5.14,71,0,3.85,61.54,1.27,14.56,3.85,96.15,5.29,88.82,3.36,5.13,24.51,237,6.75,74,5.41
4c07d11e-35c6-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02031,268031,Cabra East B,268031008,268031008,A268031008,Small Area,185,88,20227.6955871607,9145.88,30.28,5.98,84,0,0,22.73,3.3,11.9,9.09,90.91,14.79,70.42,2.15,6.82,20.54,203,-8.87,86,2.33
4c07d11e-3513-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02144,268140,Royal Exchange A,268140013,268140013,A268140013,Small Area,127,51,20171.07696998375,6296.14,9.48,45.79,35,8,96.08,72.55,22.11,4.24,21.57,78.43,51.19,38.1,2.12,7.84,7.09,156,-18.59,76,-32.89
4c07d11e-38c4-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02047,268058,Drumcondra South A,268058006,268058006,A268058006,Small Area,252,103,20127.590624821372,12520.13,32.63,11.65,95,0,19.42,32.04,5.45,4.17,36.89,63.11,56.59,31.32,2.42,0.97,15.87,248,1.61,95,8.42
4c07d11e-357c-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02001,268001,Arran Quay A,268001004,268001004,A268001004,Small Area,222,78,20065.12245159878,11063.97,15.03,25,48,15,33.33,52.56,10.31,4.78,16.67,83.33,38.14,49.48,2.38,6.41,12.61,215,3.26,94,-17.02
4c07d11e-335c-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02117,268096,Mansion House A,268096014,268096014,A268096014,Small Area,205,93,20014.403519005504,10242.62,39.46,6.9,65,1,100,86.02,3.13,17.2,0,100,6.3,83.46,2.22,12.9,17.07,180,13.89,82,13.41
4c07d11e-35b3-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02005,268005,Arran Quay E,268005003,268005003,A268005003,Small Area,273,129,19953.663653593205,13681.7,14.71,43.33,69,26,57.36,81.4,15.58,6.67,24.81,75.19,57.45,30.85,2.16,5.43,11.36,214,27.57,117,10.26
4c07d11e-35d7-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02031,268031,Cabra East B,268031005,268031005,A268031005,Small Area,235,98,19921.73856020166,11796.16,52.6,14.47,89,2,1.02,34.69,7.55,13.47,12.24,87.76,24.28,62.43,2.42,3.06,14.47,215,9.3,100,-2
4c07d11e-3443-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02122,268101,Merchants Quay D,268101001,268101001,A268101001,Small Area,241,90,19903.816094618698,12108.23,38.51,13.36,88,0,1.11,20,7.22,3.98,46.67,53.33,58.24,32.35,2.6,0,14.11,236,2.12,90,0
4c07d11e-34b4-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02101,268054,Crumlin D,268054002,268054002,A268054002,Small Area,221,79,19872.190276902213,11121.07,41.67,4.09,68,9,0,59.49,11.24,13.74,16.46,83.54,13.16,75.66,2.82,2.53,24.43,218,1.38,80,-1.25
4c07d11e-3535-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02110,268085,Kilmainham C,268085015,268085015,A268085015,Small Area,182,79,19815.546941222223,9184.71,47.97,4.95,72,0,0,10.13,8.14,8.23,21.52,78.48,30.22,58.27,2.34,3.8,17.58,182,0,78,1.28
4c07d11e-35cf-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02075,268106,North City,268106008,268106008,A268106008,Small Area,180,52,19793.417651149965,9093.93,3.45,71.76,34,0,96.15,90.38,22.06,6.9,30.77,69.23,64.75,26.23,2.19,3.85,6.67,179,0.56,52,0
4c07d11e-33cd-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02125,268110,Pembroke East A,268110003,268110003,A268110003,Small Area,370,178,19711.80924642229,18770.47,14.55,28.3,13,128,97.19,63.48,10.89,4.22,40.45,59.55,68.9,25.44,2.07,14.04,6.49,345,7.25,178,0
4c07d11e-3c06-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02132,268117,Pembroke West C,268117016,268117016,A268117016,Small Area,172,71,19682.1169006457,8738.9,25.55,36.77,54,0,64.79,60.56,18.18,4.46,40.85,59.15,55.88,37.5,1.99,12.68,11.05,145,18.62,64,10.94
4c07d11e-3036-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02102,268055,Crumlin E,268055004,268055004,A268055004,Small Area,276,109,19640.118379625626,14052.87,53.33,8.33,96,0,0,17.43,6.84,7.86,11.93,88.07,23.38,59.7,2.66,6.42,14.49,247,11.74,103,5.83
4c07d11e-335e-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02147,268143,South Dock,268143011,268143011,A268143011,Small Area,210,62,19629.742372914487,10698.05,12.9,49.15,36,7,56.45,58.06,33.68,3.63,30.65,69.35,45.22,45.86,2.37,9.68,6.67,244,-13.93,64,-3.13
4c07d11e-35cd-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02068,268082,Inns Quay C,268082003,268082003,A268082003,Small Area,215,82,19598.054065993263,10970.48,11.98,69.19,71,3,100,75.61,6.67,11.86,21.95,78.05,51.82,28.18,2.54,7.32,13.02,211,1.9,81,1.23
4c07d11e-38c5-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02045,268049,Clontarf West D,268049003,268049003,A268049003,Small Area,171,84,19505.924052919905,8766.57,22.14,48.52,53,6,83.33,73.81,11.34,7.28,15.48,84.52,45.16,39.52,1.82,7.14,11.7,151,13.25,83,1.2
4c07d11e-350d-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02120,268099,Merchants Quay B,268099020,268099019,A268099020,Small Area,192,82,19485.216019594067,9853.62,16.36,52.36,47,9,95.12,84.15,5.68,7.6,17.07,82.93,42.98,48.25,2.34,12.2,13.02,199,-3.52,80,2.5
4c07d11e-3481-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02162,268162,Wood Quay B,268162001,268162001,A268162001,Small Area,260,111,19471.72525179072,13352.69,29.35,35.71,80,12,36.94,56.76,10.32,8.07,28.83,71.17,60.23,28.65,2.36,2.7,8.85,210,23.81,103,7.77
4c07d11e-331c-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02132,268117,Pembroke West C,268117015,268117015,A268117015,Small Area,125,63,19425.307160118937,6434.9,43.68,36.13,42,2,49.21,47.62,22.73,1.79,44.44,55.56,65.52,22.99,1.94,9.52,5.6,142,-11.97,66,-4.55
4c07d11e-38a9-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02047,268058,Drumcondra South A,268058013,268058013,A268058013,Small Area,190,80,19335.385979503986,9826.54,15.85,41.94,40,13,63.75,67.5,15.63,5.17,18.75,81.25,52.63,28.95,2.36,2.5,5.26,154,23.38,74,8.11
4c07d11e-38b4-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02010,268010,Ballybough B,268010004,268010004,A268010004,Small Area,285,123,19321.177511975322,14750.65,23.91,37.54,59,26,58.54,54.47,8.15,11.37,9.76,90.24,24.17,65.88,2.33,21.95,15.79,247,15.38,101,21.78
4c07d11e-3854-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02078,268109,North Dock C,268109002,268109002,A268109002,Small Area,251,86,19275.431841405283,13021.76,23.04,3.98,76,5,0,83.72,1.15,22.37,3.49,96.51,3.78,84.32,2.94,2.33,21.91,277,-9.39,86,0
4c07d11e-351f-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02155,268151,Ushers D,268151001,268151001,A268151001,Small Area,195,100,19161.91321889961,10176.44,30.87,18.85,87,1,1,30,11.97,3.3,16,84,47.65,42.95,1.95,1,17.95,174,12.07,99,1.01
4c07d11e-3c51-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02009,268009,Ballybough A,268009011,268009011,A268009011,Small Area,322,121,19159.870912712075,16805.96,38.79,19.44,88,2,58.68,78.51,9.63,25,4.96,95.04,4.55,82.83,2.67,9.92,17.7,324,-0.62,125,-3.2
4c07d11e-39f3-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02162,268162,Wood Quay B,268162010,268162010,A268162010,Small Area,143,78,19132.97509754338,7474.01,22.22,21.99,51,2,30.77,35.9,37.1,3.94,33.33,66.67,60.95,30.48,1.82,19.23,4.9,200,-28.5,112,-30.36
4c07d11e-3877-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02077,268108,North Dock B,268108002,268108002,A268108002,Small Area,220,87,19109.730504606603,11512.46,43.79,12.15,77,0,0,29.89,12,9.09,9.2,90.8,16.77,63.23,2.49,2.3,20.91,221,-0.45,90,-3.33
4c07d11e-38e7-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02073,268104,Mountjoy A,268104011,268104011/01,A268104011,Small Area,162,97,19088.009632120178,8487,68.75,12.96,32,27,93.81,81.44,7.62,11.68,3.09,96.91,10.62,81.42,1.65,13.4,36.42,238,-31.93,131,-25.95
4c07d11e-3380-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02134,268128,Rathmines East A,268128006,268128006,A268128006,Small Area,196,80,19071.050823002115,10277.36,78.18,11.22,72,1,63.75,48.75,9.09,4.68,37.5,62.5,52.53,34.18,1.91,2.5,27.55,191,2.62,81,-1.23
4c07d11e-354b-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02152,268148,Ushers A,268148005,268148005,A268148005,Small Area,505,222,19028.802677423475,26538.72,9.54,42.68,9,186,100,84.23,8.54,4.26,40.09,59.91,74.34,17.99,2.33,9.01,6.14,289,74.74,133,66.92
4c07d11e-3862-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02077,268108,North Dock B,268108025,268108025,A268108025,Small Area,197,78,18970.94071029145,10384.3,39.72,13.92,74,0,0,20.51,11.11,10.53,23.08,76.92,26.43,54.29,2.51,3.85,18.78,200,-1.5,85,-8.24
4c07d11e-3458-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02123,268102,Merchants Quay E,268102006,268102006,A268102006,Small Area,221,86,18901.206579127174,11692.38,27.01,21.66,74,3,5.81,24.42,12.24,3.16,32.56,67.44,57.24,32.41,2.6,9.3,10.41,200,10.5,82,4.88
4c07d11e-33b8-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02130,268115,Pembroke West A,268115007,268115007,A268115007,Small Area,247,104,18868.94215307226,13090.29,43.6,12.7,91,2,1.92,20.19,10.17,3.2,31.73,68.27,45.21,47.34,2.37,3.85,13.36,241,2.49,108,-3.7
4c07d11e-3814-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02076,268107,North Dock A,268107004,268107004,A268107004,Small Area,171,97,18844.568977922045,9074.23,31.54,18.82,92,1,30.93,51.55,14.78,11.46,13.4,86.6,36.72,51.56,1.76,2.06,18.71,180,-5,96,1.04
4c07d11e-38cf-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02045,268049,Clontarf West D,268049006,268049006,A268049006,Small Area,183,72,18834.16642644519,9716.38,46.4,21.31,65,1,12.5,38.89,9.88,5,37.5,62.5,61.54,29.06,2.63,4.17,7.1,173,5.78,77,-6.49
4c07d11e-3878-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02077,268108,North Dock B,268108001,268108001,A268108001,Small Area,240,93,18523.592852221078,12956.45,36.36,17.57,85,1,0,32.26,9.71,6.93,19.35,80.65,27.27,58.18,2.59,2.15,16.25,232,3.45,95,-2.11
4c07d11e-3895-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02073,268104,Mountjoy A,268104010,268104010,A268104010,Small Area,271,109,18502.829620506673,14646.41,31.55,22.51,71,35,18.35,67.89,6.03,28.19,1.83,98.17,14.37,65.63,2.48,3.67,20.3,269,0.74,114,-4.39
4c07d11e-389c-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02028,268028,Botanic B,268028002,268028002,A268028002,Small Area,194,92,18455.725034074865,10511.64,42.65,12.95,84,0,2.17,19.57,6.12,2.96,32.61,67.39,55.56,34.72,2.29,2.17,12.37,195,-0.51,86,6.98
4c07d11e-38c3-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02047,268058,Drumcondra South A,268058011,268058011/01,A268058011,Small Area,132,51,18446.970796421283,7155.65,25.71,44.7,24,16,56.86,62.75,8.93,8.62,15.69,84.31,31.25,52.5,2.67,5.88,12.88,269,-50.93,131,-61.07
4c07d11e-359a-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02067,268081,Inns Quay B,268081009,268081009,A268081009,Small Area,220,103,18407.373972125242,11951.73,34.97,23.15,89,0,0.97,29.13,12.4,4.79,25.24,74.76,56.69,28.03,2.15,3.88,13.18,213,3.29,118,-12.71
4c07d11e-3835-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02048,268059,Drumcondra South B,268059001,268059001,A268059001,Small Area,163,75,18354.65334224199,8880.58,26.36,6.17,67,0,0,17.33,8.54,4.7,28,72,48.44,42.19,2.2,4,14.11,149,9.4,69,8.7
4c07d11e-35c1-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02001,268001,Arran Quay A,268001002,268001002,A268001002,Small Area,320,119,18276.408185872453,17508.91,23.08,38.92,76,2,14.29,55.46,11.76,8.03,20.17,79.83,46.43,38.78,2.68,15.97,6.56,284,12.68,114,4.39
4c07d11e-34f5-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02099,268052,Crumlin B,268052005,268052005,A268052005,Small Area,201,81,18242.84661734374,11018.02,48.89,11.94,67,1,1.23,25.93,6.9,10.4,7.41,92.59,10.42,70.83,2.43,8.64,21.39,187,7.49,82,-1.22
4c07d11e-386a-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02044,268048,Clontarf West C,268048001,268048001,A268048001,Small Area,197,83,18229.686036731233,10806.55,34.93,15.82,75,7,12.05,21.69,14.43,4.68,36.14,63.86,51.63,35.95,2.41,2.41,8.12,187,5.35,84,-1.19
4c07d11e-3893-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02074,268105,Mountjoy B,268105011,268105011,A268105011,Small Area,205,73,18207.83922202333,11258.89,23.49,73.5,41,13,82.19,78.08,26.42,7.51,16.44,83.56,48.15,40.74,2.79,9.59,6.34,201,1.99,83,-12.05
4c07d11e-3454-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02122,268101,Merchants Quay D,268101005,268101005,A268101005,Small Area,272,113,18160.507323229143,14977.56,25.93,34.85,98,10,31.86,54.87,9.52,5.86,23.89,76.11,40.98,42.62,2.41,2.65,13.6,238,14.29,113,0
4c07d11e-3867-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02077,268108,North Dock B,268108005,268108005,A268108005,Small Area,197,78,18060.579503553476,10907.73,41.73,12.18,60,2,0,29.49,11.36,5.59,23.08,76.92,29.1,56.72,2.51,5.13,20.81,187,5.35,79,-1.27
4c07d11e-3894-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02073,268104,Mountjoy A,268104012,268104012,A268104012,Small Area,338,129,17974.73208886954,18804.17,7.3,65.65,58,67,88.37,92.25,22.35,7.5,14.73,85.27,51.69,32.37,2.66,4.65,6.21,354,-4.52,119,8.4
4c07d11e-35de-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02068,268082,Inns Quay C,268082006,268082006,A268082006,Small Area,284,123,17968.707400582225,15805.25,39.9,29.93,80,3,32.52,27.64,10.14,6.4,11.38,88.62,28.19,63.44,2.35,29.27,14.44,276,2.9,124,-0.81
4c07d11e-398c-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02155,268151,Ushers D,268151011,268151011,A268151011,Small Area,218,95,17847.496805272138,12214.6,32.93,10.55,46,33,10.53,64.21,11.93,19.23,13.68,86.32,23.57,63.57,2.36,7.37,21.1,210,3.81,96,-1.04
4c07d11e-358c-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02001,268001,Arran Quay A,268001003,268001003,A268001003,Small Area,262,122,17726.871045230044,14779.82,24.17,44.88,83,0,25.41,54.92,10.14,7.2,18.85,81.15,39.31,46.82,2.19,11.48,11.45,199,31.66,101,20.79
4c07d11e-3589-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02002,268002,Arran Quay B,268002013,268002013,A268002013,Small Area,156,53,17708.604601022063,8809.28,22.83,34.56,33,0,35.85,56.6,6.9,5.56,16.98,83.02,39.47,41.23,2.04,15.09,18.59,139,12.23,46,15.22
4c07d11e-346d-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02162,268162,Wood Quay B,268162012,268162012,A268162012,Small Area,198,92,17682.758324879538,11197.35,40.43,17.35,89,1,19.57,40.22,12.26,5.92,43.48,56.52,64.19,23.65,2.23,4.35,9.09,199,-0.5,90,2.22
4c07d11e-36e4-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02032,268032,Cabra East C,268032008,268032008,A268032008,Small Area,274,139,17666.358125937746,15509.7,23.98,48.34,105,1,74.1,62.59,7.28,11.16,10.79,89.21,32.74,57.74,1.94,23.02,12.04,187,46.52,119,16.81
4c07d11e-34f7-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02121,268100,Merchants Quay C,268100009,268100009,A268100009,Small Area,338,122,17597.265265136615,19207.53,35.2,18.4,84,22,27.87,73.77,6.15,18.46,12.3,87.7,26.56,62.24,2.82,1.64,21.01,344,-1.74,122,0
4c07d11e-370d-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02004,268004,Arran Quay D,268004004,268004004,A268004004,Small Area,277,82,17485.3664283586,15841.82,35.78,2.17,76,0,0,57.32,2.38,20.59,3.66,96.34,1.58,87.89,3.44,2.44,19.49,289,-4.15,80,2.5
4c07d11e-3b49-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02120,268099,Merchants Quay B,268099017,268099017,A268099017,Small Area,195,47,17479.94395646267,11155.64,12.07,38.83,24,1,72.34,31.91,37.04,42.39,27.66,72.34,21.08,69.28,2.04,31.91,16.41,152,28.29,38,23.68
4c07d11e-361b-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02032,268032,Cabra East C,268032013,268032013,A268032013,Small Area,160,72,17340.5560607616,9226.92,14.29,49.37,43,0,68.06,55.56,13.95,8.11,22.22,77.78,40,51.67,2.04,29.17,15,145,10.34,70,2.86
4c07d11e-38ea-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02009,268009,Ballybough A,268009001,268009001,A268009001,Small Area,200,88,17302.771090829763,11558.84,36.99,19.7,63,0,4.55,29.55,13.73,6.67,14.77,85.23,34.75,49.65,2.31,18.18,15.5,209,-4.31,97,-9.28
4c07d11e-3c60-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02077,268108,North Dock B,268108022,268108022,A268108022,Small Area,187,75,17265.486368042722,10830.86,47.24,16.58,57,6,9.33,32,7.41,9.74,14.67,85.33,23.31,57.89,2.6,4,21.39,166,12.65,72,4.17
4c07d11e-3c56-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02077,268108,North Dock B,268108020,268108020,A268108020,Small Area,408,193,17264.078534995726,23632.89,7.37,54.5,10,143,98.45,56.48,19.09,3.41,33.16,66.84,68.6,23.55,2.18,13.47,5.39,368,10.87,185,4.32
4c07d11e-3897-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02074,268105,Mountjoy B,268105005,268105005,A268105005,Small Area,147,58,17199.80819555682,8546.61,26.72,45.89,16,24,86.21,36.21,34.09,8.47,15.52,84.48,30.86,56.79,2.64,24.14,6.12,153,-3.92,71,-18.31
4c07d11e-366e-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02005,268005,Arran Quay E,268005009,268005009,A268005009,Small Area,149,87,17183.64323599833,8671.04,26.27,6.21,82,0,0,45.98,9.28,6.94,29.89,70.11,42.74,40.32,1.69,0,26.85,141,5.67,83,4.82
4c07d11e-3570-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02155,268151,Ushers D,268151003,268151003,A268151003,Small Area,185,85,17114.193100762852,10809.74,29.37,39.67,65,1,25.88,50.59,33.59,9.09,23.53,76.47,51.2,30.4,2.11,5.88,8.11,221,-16.29,113,-24.78
4c07d11e-336f-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02137,268131,Rathmines East D,268131005,268131005,A268131005,Small Area,251,119,17079.10771353571,14696.32,15.14,31.97,103,0,46.22,68.07,12.86,4.22,34.45,65.55,71.14,19.4,2.13,3.36,13.15,225,11.56,113,5.31
4c07d11e-371b-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02003,268003,Arran Quay C,268003016,268003016,A268003016,Small Area,209,83,16994.699176103877,12297.95,6.63,37.25,51,20,100,77.11,20,8.42,21.69,78.31,57.23,27.67,2.28,6.02,17.22,219,-4.57,87,-4.6
4c07d11e-35aa-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02067,268081,Inns Quay B,268081006,268081006,A268081006,Small Area,159,87,16975.811215756024,9366.27,16.06,58.33,43,3,54.02,65.52,20.91,5.92,13.79,86.21,33.33,49.02,1.84,14.94,10.69,141,12.77,84,3.57
