GUID,NUTS1,NUTS1NAME,NUTS2,NUTS2NAME,NUTS3,NUTS3NAME,COUNTY,COUNTYNAME,CSOED,OSIED,EDNAME,SA_PUB2011,SMALL_AREA,GEOGID,GEOGDESC,TO_POP2016,TO_HOU2016,AREA_SQMET,POP_DENS,DEP_RATIO,PER_NONIRE,HO_PRE2001,HO_POS2001,PER_FLAPBE,PER_RENT,PER_VAC,PER_UNEM,PER_PROF,PER_O_OCC,PER_3ED,PER_NO3ED,AV_PER_HOU,PER_NO_INT,PER_DISAB,TO_POP2011,PER_CH_POP,TO_HOU2011,PER_CH_HOU
4c07d11e-0db0-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02077,268108,North Dock B,268108026,268108026/268108027,A268108026,Small Area,922,128,2387717.8270443454,386.14,14.11,56.31,88,6,2.34,67.97,12.33,3.27,21.09,78.91,22.17,65.49,2.25,12.5,5.86,233,295.71,115,11.3
4c07d11e-0da7-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02079,268118,Phoenix Park,268118001,268118001,A268118001,Small Area,462,91,1887703.820230623,244.74,136.92,13.07,78,8,53.85,76.92,18.75,4.71,23.08,76.92,21.65,68.56,2.29,1.1,59.09,574,-19.51,95,-4.21
4c07d11e-0d9f-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02125,268110,Pembroke East A,268110015,268110015,A268110015,Small Area,296,101,923036.7951489288,320.68,31.56,3.75,41,52,50.5,9.9,4.67,7.47,16.83,83.17,21.74,62.32,3,4.95,10.81,278,6.47,101,0
4c07d11e-0b53-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02045,268049,Clontarf West D,268049004,268049004,A268049004,Small Area,315,143,535327.0002206198,588.43,14.55,52.32,89,9,53.15,65.49,10,9.93,19.58,80.42,43.61,45.37,2.12,16.2,13.33,241,30.71,131,9.16
4c07d11e-0b36-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02152,268148,Ushers A,268148004,268148004/01,A268148004,Small Area,207,92,425902.6661638174,486.03,8.38,40.69,27,52,78.26,88.04,15.93,3.08,46.74,53.26,72.9,13.55,2.32,3.26,3.86,242,-14.46,99,-7.07
4c07d11e-1682-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02118,268097,Mansion House B,268097001,268097001,A268097001,Small Area,626,60,381422.0546483075,1641.23,23.47,42.18,26,2,70,55,27.1,1.49,28.33,71.67,52.9,36.45,1.58,35,5.91,440,42.27,52,15.38
4c07d11e-16b2-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02002,268002,Arran Quay B,268002008,268002008,A268002008,Small Area,236,60,324135.291978524,728.09,33.33,21.79,49,2,8.33,30,4.69,13.27,28.33,71.67,37.36,55.75,2.95,8.33,31.36,228,3.51,61,-1.64
4c07d11e-168f-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02109,268084,Kilmainham B,268084004,268084004,A268084004,Small Area,263,129,286467.7357573686,918.08,90.58,12.55,59,49,95.35,89.92,8.51,13.71,4.65,95.35,11.32,80.5,1.96,3.1,28.52,259,1.54,129,0
4c07d11e-16b4-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02006,268006,Ashtown A,268006018,268006018,A268006018,Small Area,362,104,275835.1949855938,1312.38,103.37,9.78,91,1,29.81,40.38,10.92,7.93,23.08,76.92,32,53,2.32,2.88,36.46,394,-8.12,101,2.97
4c07d11e-1691-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02113,268092,Kimmage C,268092010,268092010,A268092010,Small Area,291,71,260223.81936658084,1118.27,84.18,25.87,57,1,28.17,54.93,6.49,4.03,21.13,78.87,33.76,59.4,2.46,1.41,27.15,289,0.69,65,9.23
4c07d11e-169e-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02157,268153,Ushers F,268153009,268153009,A268153009,Small Area,1023,109,222530.25195445243,4597.13,118.12,30.14,107,0,0,30.28,3.54,3.5,32.11,67.89,15.37,75.03,2.06,1.83,40.18,1033,-0.97,100,9
4c07d11e-169d-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02138,268132,Rathmines West A,268132012,268132012,A268132012,Small Area,316,98,221885.1203846319,1424.16,10.49,18.91,54,24,75.51,74.49,7.41,2.7,45.92,54.08,55.73,31.23,2.04,5.1,5.06,276,14.49,104,-5.77
4c07d11e-04c2-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02117,268096,Mansion House A,268096001,268096001,A268096001,Small Area,783,23,221724.836332866,3531.4,17.92,77.61,17,1,82.61,78.26,32.35,0.28,43.48,56.52,30.81,62.5,1.87,13.04,5.24,632,23.89,33,-30.3
4c07d11e-2bbb-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02147,268143,South Dock,268143024,268143024,A268143024,Small Area,341,166,215028.37125673494,1585.84,12.54,32.94,60,87,99.4,58.43,16.59,1.29,47.59,52.41,75.29,19.61,2.04,6.02,4.4,333,2.4,164,1.22
4c07d11e-28f2-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02036,268036,Cabra West D,268036007,268036007/01,A268036007,Small Area,222,79,202357.45162773426,1097.07,29.82,13.06,68,1,7.59,20.25,3.66,9.6,12.66,87.34,19.75,74.07,2.68,10.13,17.57,410,-45.85,132,-40.15
4c07d11e-2d69-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02078,268109,North Dock C,268109012,268109012,A268109012,Small Area,528,117,200802.20884164496,2629.45,18.92,56.87,18,95,100,82.91,18.62,2.22,33.33,66.67,38.38,49.75,2.32,1.71,9.85,733,-27.97,164,-28.66
4c07d11e-1687-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02099,268052,Crumlin B,268052011,268052011,A268052011,Small Area,384,153,185055.9929375791,2075.05,48.84,7.03,134,1,3.27,21.57,5.52,8.38,12.42,87.58,15.55,65.37,2.53,3.27,19.53,386,-0.52,153,0
4c07d11e-16bc-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02035,268035,Cabra West C,268035011,268035011,A268035011,Small Area,293,93,184620.37569563306,1587.04,39.52,11.76,79,0,10.75,18.28,9.71,7.36,12.9,87.1,21.05,64.33,2.45,8.6,20.82,217,35.02,87,6.9
4c07d11e-2916-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02153,268149,Ushers B,268149001,268149001,A268149001,Small Area,153,64,182187.73491647,839.79,21.43,32.67,14,29,100,60.94,14.47,2.36,31.25,68.75,65.59,22.58,2.39,10.94,6.54,150,2,67,-4.48
4c07d11e-295c-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02066,268080,Inns Quay A,268080010,268080010,A268080010,Small Area,1629,52,169786.96559011049,9594.38,44.41,55.92,45,0,19.23,38.46,18.75,15.83,25,75,7.1,86.45,2.38,9.62,16.82,1941,-16.07,62,-16.13
4c07d11e-168b-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02129,268114,Pembroke East E,268114004,268114004,A268114004,Small Area,289,78,168951.30601097306,1710.55,44.5,23.08,61,1,33.33,41.03,19.05,2.06,56.41,43.59,67,24.5,2.65,12.82,6.57,333,-13.21,87,-10.34
4c07d11e-2d0c-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02030,268030,Cabra East A,268030027,268030027,A268030027,Small Area,256,130,164055.2426657742,1560.45,65.16,13.94,89,8,37.69,56.15,14.47,4.74,10.77,89.23,20.1,65.07,1.95,10.77,29.3,239,7.11,130,0
4c07d11e-2951-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02002,268002,Arran Quay B,268002011,268002011,A268002011,Small Area,328,66,154020.53925244074,2129.59,23.77,16.62,49,0,100,89.39,25,29.18,3.03,96.97,3.18,84.09,2.68,9.09,31.1,266,23.31,81,-18.52
4c07d11e-0b35-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02079,268118,Phoenix Park,268118002,268118002,A268118002,Small Area,165,98,146941.10428116936,1122.9,34.15,23.03,65,3,86.73,72.45,17.5,16.33,13.27,86.73,27.34,56.25,1.77,19.39,23.64,178,-7.3,103,-4.85
4c07d11e-2b33-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02146,268142,St. Kevin's,268142009,268142009,A268142009,Small Area,605,58,145758.2099050468,4150.71,14.8,74.53,38,3,94.83,77.59,34.69,2.51,39.66,60.34,38.91,53.5,1.66,6.9,5.29,493,22.72,67,-13.43
4c07d11e-30c3-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02100,268053,Crumlin C,268053002,268053002,A268053002,Small Area,317,123,145598.67594165285,2177.22,46.08,11.08,103,1,0.81,21.14,5.34,11.41,18.7,81.3,22.03,65.64,2.65,4.07,16.09,334,-5.09,123,0
4c07d11e-307d-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02099,268052,Crumlin B,268052002,268052002,A268052002,Small Area,256,105,142049.4326400824,1802.19,43.82,7.06,99,0,0,23.81,1.87,12.78,8.57,91.43,7.22,73.2,2.46,3.81,22.66,254,0.79,100,5
4c07d11e-1683-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02131,268116,Pembroke West B,268116006,268116006,A268116006,Small Area,350,97,141910.62969463744,2466.34,37.25,15.63,83,2,19.59,21.65,22.22,2.25,59.79,40.21,69.77,22.48,2.86,6.19,8.86,367,-4.63,112,-13.39
4c07d11e-2d5c-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02075,268106,North City,268106016,268106016,A268106016,Small Area,1014,144,139799.63618437058,7253.24,23.96,65.51,46,5,46.53,36.11,20.97,5.34,15.28,84.72,25.26,66.19,2.11,52.08,7.1,494,105.26,70,105.71
4c07d11e-2d6a-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02078,268109,North Dock C,268109017,268109017,A268109017,Small Area,182,72,133507.9525462426,1363.21,26.39,20.33,54,1,18.06,59.72,6.49,18.9,1.39,98.61,5.97,85.07,2.57,13.89,24.18,194,-6.19,68,5.88
4c07d11e-04c4-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02047,268058,Drumcondra South A,268058016,268058016/02,A268058016,Small Area,301,71,128389.17694234735,2344.43,64.48,60,21,22,49.3,52.11,9.88,5.61,25.35,74.65,22.36,69.51,1.97,11.27,18.94,379,-20.58,130,-45.38
4c07d11e-2bc6-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02125,268110,Pembroke East A,268110008,268110008,A268110008,Small Area,307,109,125252.40896144559,2451.05,40.83,6.56,91,0,67.89,65.14,5.17,13.88,3.67,96.33,12.95,62.69,2.74,5.5,16.94,285,7.72,105,3.81
4c07d11e-2b5d-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02118,268097,Mansion House B,268097004,268097004,A268097004,Small Area,279,57,123619.90616469963,2256.92,22.91,61.66,35,7,89.47,56.14,44.86,2.22,36.84,63.16,47.28,47.28,1.81,15.79,3.23,227,22.91,53,7.55
4c07d11e-2cd6-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02048,268059,Drumcondra South B,268059007,268059007,A268059007,Small Area,246,119,123476.64917354289,1992.28,20,52.72,98,1,68.91,74.79,10.87,7.44,14.29,85.71,42.55,43.97,1.87,4.2,13.01,170,44.71,99,20.2
4c07d11e-168c-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02130,268115,Pembroke West A,268115023,268115023,A268115023,Small Area,327,100,122370.9323649182,2672.2,42.17,17.54,75,12,24,39,8.18,3.31,57,43,62.03,28.27,2.65,5,5.5,265,23.4,96,4.17
4c07d11e-04ed-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02044,268048,Clontarf West C,268048015,268048015,A268048015,Small Area,260,100,121070.97243474935,2147.5,58.54,4.65,96,0,0,4,9.09,5.56,44,56,49.72,38.67,2.64,2,15,269,-3.35,102,-1.96
4c07d11e-16b3-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02007,268007,Ashtown B,268007011,268007011,A268007011,Small Area,258,102,118038.85791350476,2185.72,62.26,5.86,96,2,0,8.82,10.53,5.37,20.59,79.41,33.88,47.54,2.6,2.94,17.05,249,3.61,105,-2.86
4c07d11e-2917-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02003,268003,Arran Quay C,268003012,268003012,A268003012,Small Area,194,73,111942.47964605257,1733.03,12.79,41.85,24,28,94.52,56.94,25.51,15.91,19.18,80.82,49.59,34.15,2.32,8.33,18.04,221,-12.22,84,-13.1
4c07d11e-2ba2-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02127,268112,Pembroke East C,268112008,268112008,A268112008,Small Area,148,72,107927.92847138675,1371.29,102.74,6.76,63,4,4.17,44.44,18.18,4.38,29.17,70.83,44.53,40.63,1.79,5.56,22.3,153,-3.27,81,-11.11
4c07d11e-30f6-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02152,268148,Ushers A,268148010,268148010,A268148010,Small Area,395,94,105406.39803332207,3747.4,40.07,25.7,67,9,91.49,75.53,10.48,8.29,22.34,77.66,46.42,42.99,1.8,4.26,32.66,356,10.96,81,16.05
4c07d11e-2b87-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02131,268116,Pembroke West B,268116008,268116008,A268116008,Small Area,380,60,103816.3198899051,3660.31,21.02,33.18,23,20,61.67,68.33,35,3.44,50,50,58.44,28.9,2.42,10,8.42,492,-22.76,67,-10.45
4c07d11e-2b5c-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02144,268140,Royal Exchange A,268140007,268140007,A268140007,Small Area,186,54,102170.71438282392,1820.48,15.53,58.28,41,2,92.59,88.89,29.49,4.92,33.33,66.67,40.26,51.95,1.81,1.85,10.22,272,-31.62,59,-8.47
4c07d11e-2b5e-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02147,268143,South Dock,268143001,268143001,A268143001,Small Area,174,59,98281.90972278337,1770.42,14.47,38.78,45,2,54.24,74.58,25.32,1.8,45.76,54.24,68.52,20.37,2.08,6.78,6.9,125,39.2,55,7.27
4c07d11e-2b53-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02145,268141,Royal Exchange B,268141003,268141003,A268141003,Small Area,483,62,96386.50554483786,5011.07,14.45,54.42,30,2,79.03,62.9,22.58,1.92,17.74,82.26,38.7,52.64,2,27.42,5.8,472,2.33,85,-27.06
4c07d11e-291f-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02004,268004,Arran Quay D,268004007,268004007,A268004007,Small Area,293,55,94281.41403430398,3107.72,22.59,19.24,46,1,12.73,40,8.33,9.64,10.91,89.09,20,63.48,2.38,7.27,31.4,298,-1.68,80,-31.25
4c07d11e-2b78-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02147,268143,South Dock,268143016,268143016,A268143016,Small Area,121,67,94196.21641994029,1284.55,34.44,9.32,48,8,82.09,81.25,11.49,15.38,14.93,85.07,21.98,69.23,1.84,10.94,18.18,142,-14.79,69,-2.9
4c07d11e-261c-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02134,268128,Rathmines East A,268128012/01,268128012/01,A268128012/01,Small Area,520,171,93197.82235639737,5579.53,68.83,23.58,12,148,82.46,67.25,21.05,2.42,59.06,40.94,61.13,30.18,2.13,2.34,29.81,472,10.17,171,0
4c07d11e-2cb2-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02010,268010,Ballybough B,268010008,268010008,A268010008,Small Area,568,82,91635.11300413105,6198.5,28.8,38.28,61,4,43.9,69.51,17.48,4.85,12.2,87.8,43.29,41.27,2.54,10.98,11.27,462,22.94,66,24.24
4c07d11e-258c-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02129,268114,Pembroke East E,268114005,268114005,A268114005,Small Area,691,90,89500.43249637344,7720.63,33.91,64.36,66,6,57.78,76.67,30.37,1.27,61.11,38.89,44.42,50.54,2.43,7.78,4.2,469,47.33,88,2.27
4c07d11e-2b93-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02126,268111,Pembroke East B,268111001,268111001,A268111001,Small Area,514,122,87734.58852131803,5858.58,37.8,21.89,96,14,11.48,34.43,14.97,2.05,46.72,53.28,56.81,36.25,2.82,6.56,5.64,393,30.79,124,-1.61
4c07d11e-307e-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02099,268052,Crumlin B,268052008,268052008,A268052008,Small Area,243,101,86433.52575626459,2811.41,60.93,12.81,94,0,6.93,28.71,7.34,11.82,16.83,83.17,17.42,67.98,2.39,3.96,18.11,253,-3.95,105,-3.81
4c07d11e-2b79-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02131,268116,Pembroke West B,268116003,268116003,A268116003,Small Area,230,70,86412.04553844422,2661.67,75.57,7.55,63,4,44.29,32.86,21.05,1.49,61.43,38.57,65.12,25.58,2.81,1.43,14.35,241,-4.56,75,-6.67
4c07d11e-33ca-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02130,268115,Pembroke West A,268115015,268115015,A268115015,Small Area,151,82,86049.87198414913,1754.8,18.9,27.21,11,62,100,75.61,14.85,3.47,40.24,59.76,72.73,21.49,1.84,2.44,10.6,137,10.22,78,5.13
4c07d11e-2d4b-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02144,268140,Royal Exchange A,268140015,268140015,A268140015,Small Area,1001,72,85151.26324147699,11755.55,12.09,77.69,52,2,91.67,72.22,30.63,2.23,31.94,68.06,32.81,56.78,2.07,6.94,4.5,841,19.02,98,-26.53
4c07d11e-2a9c-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02039,268043,Clontarf East C,268043003,268043003,A268043003,Small Area,295,135,84270.49730613451,3500.63,45.32,15.52,116,14,59.26,50.37,11.18,5.22,43.7,56.3,60.27,25.89,2.22,1.48,10.17,289,2.08,132,2.27
4c07d11e-30d2-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02124,268103,Merchants Quay F,268103009,268103009,A268103009,Small Area,351,133,82222.87190972657,4268.89,29.52,43.84,88,8,24.81,48.12,15.66,6.31,30.83,69.17,48.33,38.28,2.42,15.04,7.41,332,5.72,127,4.72
4c07d11e-2b43-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02147,268143,South Dock,268143003,268143003,A268143003,Small Area,191,73,81559.43249968585,2341.85,7.91,25,44,7,67.12,73.97,25.69,3.26,26.03,73.97,74.16,16.85,1.85,5.48,7.85,173,10.4,64,14.06
4c07d11e-2abd-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02040,268044,Clontarf East D,268044002,268044002,A268044002,Small Area,209,81,81333.16041764422,2569.68,71.31,7.18,73,7,0,9.88,10,2.42,53.09,46.91,52.41,35.17,2.65,1.23,11.48,180,16.11,75,8
4c07d11e-2bc7-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02125,268110,Pembroke East A,268110017,268110017,A268110017,Small Area,522,161,81235.54439716515,6425.76,52.63,3.85,140,14,1.86,33.54,1.83,7.19,12.42,87.58,7.41,76.46,3.25,2.48,21.26,497,5.03,159,1.26
4c07d11e-2cd9-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02035,268035,Cabra West C,268035003,268035003,A268035003,Small Area,233,92,81001.74491186804,2876.48,47.47,11.59,84,0,0,17.39,7,6.67,11.96,88.04,21.38,63.52,2.45,3.26,21.03,201,15.92,91,1.1
4c07d11e-04da-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02040,268044,Clontarf East D,268044004,268044004,A268044004,Small Area,340,121,80733.85332967472,4211.37,61.14,4.42,117,1,1.65,7.44,12.23,1.85,52.07,47.93,59.47,29.96,2.9,0,9.71,350,-2.86,127,-4.72
4c07d11e-2d4c-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02075,268106,North City,268106001,268106001,A268106001,Small Area,184,84,80128.13505227605,2296.32,4.55,61.54,35,3,86.9,58.33,5.93,5.62,17.86,82.14,39.84,48.78,2.23,33.33,4.89,243,-24.28,77,9.09
4c07d11e-2b42-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02118,268097,Mansion House B,268097002,268097002,A268097002,Small Area,228,86,78729.27030431516,2896,15.74,33.69,66,4,60.47,69.77,24.17,3.32,25.58,74.42,73.72,14.74,1.99,5.81,5.26,217,5.07,106,-18.87
4c07d11e-2cca-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02077,268108,North Dock B,268108029,268108029/01,A268108029,Small Area,140,53,77902.18352701823,1797.13,12,44.85,20,22,60.38,60.38,41.76,3.1,33.96,66.04,57.14,25.89,2.64,5.66,5.71,234,-40.17,110,-51.82
4c07d11e-2909-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02036,268036,Cabra West D,268036011,268036011,A268036011,Small Area,211,76,77468.85180659055,2723.68,38.82,6.7,70,1,0,21.05,3.8,10.47,14.47,85.53,22.38,62.24,2.74,3.95,15.17,199,6.03,71,7.04
4c07d11e-2ccc-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02048,268059,Drumcondra South B,268059005,268059005,A268059005,Small Area,172,91,76736.53237632403,2241.44,15.44,24.39,63,15,67.03,58.24,11.43,4.24,25.27,74.73,53.85,34.19,1.79,4.4,12.21,137,25.55,79,15.19
4c07d11e-2a9b-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02039,268043,Clontarf East C,268043004,268043004,A268043004,Small Area,213,94,76618.31731717059,2780.01,46.9,10.38,88,0,50,29.79,5.94,3.91,42.55,57.45,53.62,31.88,2.32,7.45,10.8,195,9.23,83,13.25
4c07d11e-04d9-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02040,268044,Clontarf East D,268044003,268044003,A268044003,Small Area,330,140,75338.469729232,4380.23,46.67,9.82,123,2,44.29,37.14,18.5,6.09,38.57,61.43,55.41,30.63,2.26,1.43,11.82,359,-8.08,154,-9.09
4c07d11e-1686-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02113,268092,Kimmage C,268092006,268092006,A268092006,Small Area,201,86,74723.10048831093,2689.93,38.62,15.82,74,2,47.67,37.21,10.42,5.92,33.72,66.28,57.24,31.03,2.2,1.16,16.42,196,2.55,79,8.86
4c07d11e-343f-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02124,268103,Merchants Quay F,268103001,268103001,A268103001,Small Area,500,129,74385.2740007808,6721.76,46.2,30.58,88,2,34.88,57.36,20.96,9.12,23.26,76.74,47.12,38.13,2.32,6.98,9,429,16.55,126,2.38
4c07d11e-355b-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02100,268053,Crumlin C,268053009,268053009,A268053009,Small Area,153,70,73894.15549391138,2070.53,41.67,14.38,48,0,74.29,65.71,12.5,18.85,4.29,95.71,10.59,77.65,2.2,8.57,20.26,162,-5.56,72,-2.78
4c07d11e-04c3-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02077,268108,North Dock B,268108017/02,268108017/02,A268108017/02,Small Area,132,55,73196.02367912538,1803.38,14.78,42.86,5,46,100,60,9.68,6.9,45.45,54.55,75,11.96,2.35,1.82,7.58,101,30.69,46,19.57
4c07d11e-30ec-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02121,268100,Merchants Quay C,268100004,268100004,A268100004,Small Area,251,104,71889.84281187037,3491.45,17.84,29.48,62,28,76.92,75,12.61,14.1,13.46,86.54,24.29,63.28,2.02,7.69,23.51,223,12.56,82,26.83
4c07d11e-2b26-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02146,268142,St. Kevin's,268142011,268142011,A268142011,Small Area,264,68,71768.32060580363,3678.5,10.46,73.93,53,0,60.29,89.71,13.75,14.92,25,75,47.92,39.58,1.82,4.41,17.05,290,-8.97,58,17.24
