stopID,stopQueryTime,count,Direction,Destination,Time,AVLS,Tram,Action,Msg Sent,Msg Received,Msg Processed,XML ID,Total Lag,Create Lag,Process Lag
58,1571245560869,0,,,,,,,,,,,,,
23,1571245560886,1,Outbound,Tallaght,00:11:50,00:12:30,3018,d,16/10/2019 18:05:54,16/10/2019 18:05:54,16/10/2019 18:05:54,28508,0.8036617,0.5372201,0.2664416
48,1571245560928,2,Inbound,Parnell,00:07:27,00:08:07,5030,d,16/10/2019 18:05:57,16/10/2019 18:05:57,16/10/2019 18:05:57,28511,0.570361,0.4922364,0.0781246
48,1571245560928,2,Inbound,Broombridge,00:13:27,00:14:07,5002,d,16/10/2019 18:05:54,16/10/2019 18:05:54,16/10/2019 18:05:55,28509,1.2411611,0.959913,0.2812481
3,1571245560931,4,Inbound,Connolly,00:09:37,00:10:17,4011,a,16/10/2019 18:05:54,16/10/2019 18:05:54,16/10/2019 18:05:55,28509,1.1787247,0.959913,0.2188117
3,1571245560931,4,Outbound,Tallaght,00:02:46,00:03:26,3017,a,16/10/2019 18:05:54,16/10/2019 18:05:54,16/10/2019 18:05:54,28507,0.7724142,0.4903434,0.2820708
3,1571245560931,4,Outbound,Tallaght,00:08:25,00:09:05,4009,a,16/10/2019 18:05:54,16/10/2019 18:05:54,16/10/2019 18:05:55,28509,1.1474192,0.959913,0.1875062
3,1571245560931,4,Outbound,Tallaght,00:15:22,00:16:02,4010,a,16/10/2019 18:05:54,16/10/2019 18:05:54,16/10/2019 18:05:55,28509,1.1630391,0.959913,0.2031261
57,1571245560962,3,Outbound,Saggart,00:00:57,00:01:37,3013,d,16/10/2019 18:05:54,16/10/2019 18:05:54,16/10/2019 18:05:54,28507,0.6466011,0.4747156,0.1718855
57,1571245560962,3,Outbound,Saggart,00:12:39,00:13:19,4004,d,16/10/2019 18:05:54,16/10/2019 18:05:54,16/10/2019 18:05:55,28508,1.038039,0.5372201,0.5008189
57,1571245560962,3,Outbound,Tallaght,00:14:07,00:14:47,3002,d,16/10/2019 18:05:54,16/10/2019 18:05:54,16/10/2019 18:05:54,28507,0.5372201,0.4747156,0.0625045
52,1571245560967,3,Inbound,The Point,00:09:00,00:09:40,3011,a,16/10/2019 18:05:57,16/10/2019 18:05:57,16/10/2019 18:05:57,28511,0.6641102,0.4922364,0.1718738
52,1571245560967,3,Outbound,Saggart,00:07:16,00:07:56,3014,a,16/10/2019 18:05:54,16/10/2019 18:05:54,16/10/2019 18:05:54,28507,0.6937837,0.4747156,0.2190681
52,1571245560967,3,Outbound,Saggart,00:10:31,00:11:11,3019,a,16/10/2019 18:05:54,16/10/2019 18:05:54,16/10/2019 18:05:54,28508,0.8192905,0.5372201,0.2820704
1,1571245560975,5,Inbound,Connolly,00:07:20,00:08:00,4011,d,16/10/2019 18:05:54,16/10/2019 18:05:54,16/10/2019 18:05:55,28509,1.1787247,0.959913,0.2188117
1,1571245560975,5,Inbound,The Point,00:16:27,00:17:07,3017,d,16/10/2019 18:05:54,16/10/2019 18:05:54,16/10/2019 18:05:54,28507,0.7724142,0.4903434,0.2820708
1,1571245560975,5,Terminating,Tallaght,00:06:27,00:07:07,3017,a,16/10/2019 18:05:54,16/10/2019 18:05:54,16/10/2019 18:05:54,28507,0.7724142,0.4903434,0.2820708
1,1571245560975,5,Terminating,Tallaght,00:12:06,00:12:46,4009,a,16/10/2019 18:05:54,16/10/2019 18:05:54,16/10/2019 18:05:55,28509,1.1474192,0.959913,0.1875062
1,1571245560975,5,Terminating,Tallaght,00:19:03,00:19:43,4010,a,16/10/2019 18:05:54,16/10/2019 18:05:54,16/10/2019 18:05:55,28509,1.1787247,0.959913,0.2188117
53,1571245560979,4,Inbound,The Point,00:06:51,00:07:31,3011,d,16/10/2019 18:05:57,16/10/2019 18:05:57,16/10/2019 18:05:57,28511,0.6484948,0.4922364,0.1562584
53,1571245560979,4,Inbound,Connolly,00:18:29,00:19:09,3014,d,16/10/2019 18:05:54,16/10/2019 18:05:54,16/10/2019 18:05:54,28507,0.7094191,0.4747156,0.2347035
53,1571245560979,4,Terminating,Saggart,00:09:29,00:10:09,3014,a,16/10/2019 18:05:54,16/10/2019 18:05:54,16/10/2019 18:05:54,28507,0.6937837,0.4747156,0.2190681
53,1571245560979,4,Terminating,Saggart,00:12:44,00:13:24,3019,a,16/10/2019 18:05:54,16/10/2019 18:05:54,16/10/2019 18:05:54,28508,0.8192905,0.5372201,0.2820704
2,1571245560987,5,Inbound,Connolly,00:08:18,00:08:58,4011,a,16/10/2019 18:05:54,16/10/2019 18:05:54,16/10/2019 18:05:55,28509,1.1787247,0.959913,0.2188117
2,1571245560987,5,Inbound,The Point,00:17:41,00:18:21,3017,a,16/10/2019 18:05:54,16/10/2019 18:05:54,16/10/2019 18:05:54,28507,0.7880394,0.4903434,0.297696
2,1571245560987,5,Outbound,Tallaght,00:04:21,00:05:01,3017,a,16/10/2019 18:05:54,16/10/2019 18:05:54,16/10/2019 18:05:54,28507,0.7724142,0.4903434,0.2820708
2,1571245560987,5,Outbound,Tallaght,00:10:00,00:10:40,4009,a,16/10/2019 18:05:54,16/10/2019 18:05:54,16/10/2019 18:05:55,28509,1.1474192,0.959913,0.1875062
2,1571245560987,5,Outbound,Tallaght,00:16:57,00:17:37,4010,a,16/10/2019 18:05:54,16/10/2019 18:05:54,16/10/2019 18:05:55,28509,1.1787247,0.959913,0.2188117
39,1571245560993,4,Inbound,Parnell,00:06:41,00:07:21,5003,a,16/10/2019 18:06:00,16/10/2019 18:06:00,16/10/2019 18:06:00,28512,0.5234979,0.4765937,0.0469042
39,1571245560993,4,Outbound,Bride's Glen,00:02:53,00:03:33,5027,a,16/10/2019 18:05:57,16/10/2019 18:05:57,16/10/2019 18:05:57,28511,0.5078623,0.4922364,0.0156259
39,1571245560993,4,Outbound,Bride's Glen,00:08:30,00:09:10,5023,a,16/10/2019 18:05:54,16/10/2019 18:05:55,16/10/2019 18:05:55,28510,1.632284,1.3036583,0.3286257
39,1571245560993,4,Outbound,Bride's Glen,00:13:19,00:13:59,5012,a,16/10/2019 18:05:54,16/10/2019 18:05:55,16/10/2019 18:05:55,28510,1.4442856,1.3036583,0.1406273
44,1571245560998,5,Inbound,Parnell,00:00:20,00:01:00,5003,a,16/10/2019 18:06:00,16/10/2019 18:06:00,16/10/2019 18:06:00,28512,0.5234979,0.4765937,0.0469042
44,1571245560998,5,Inbound,Parnell,00:13:27,00:14:07,5030,a,16/10/2019 18:05:57,16/10/2019 18:05:57,16/10/2019 18:05:57,28511,0.5859883,0.4922364,0.0937519
44,1571245560998,5,Outbound,Bride's Glen,00:01:36,00:02:16,5002,a,16/10/2019 18:05:54,16/10/2019 18:05:54,16/10/2019 18:05:55,28509,1.2255346,0.959913,0.2656216
44,1571245560998,5,Outbound,Bride's Glen,00:09:07,00:09:47,5027,a,16/10/2019 18:05:57,16/10/2019 18:05:57,16/10/2019 18:05:57,28511,0.5235219,0.4922364,0.0312855
