stopID,stopQueryTime,count,Direction,Destination,Time,AVLS,Tram,Action,Msg Sent,Msg Received,Msg Processed,XML ID,Total Lag,Create Lag,Process Lag
48,1571248440952,2,Inbound,Parnell,00:07:26,00:08:06,5016,d,16/10/2019 18:53:55,16/10/2019 18:53:56,16/10/2019 18:53:56,30486,1.4925964,1.2270009,0.2655955
48,1571248440952,2,Inbound,Broombridge,00:13:26,00:14:06,5029,d,16/10/2019 18:53:55,16/10/2019 18:53:56,16/10/2019 18:53:56,30486,1.7275703,1.2270009,0.5005694
23,1571248440955,1,Outbound,Saggart,00:06:26,00:07:06,4011,d,16/10/2019 18:53:55,16/10/2019 18:53:55,16/10/2019 18:53:56,30484,1.1332591,0.8364121,0.296847
58,1571248440958,0,,,,,,,,,,,,,
57,1571248440966,2,Outbound,Tallaght,00:05:56,00:06:36,3016,d,16/10/2019 18:53:55,16/10/2019 18:53:55,16/10/2019 18:53:55,30483,0.6489342,0.3989622,0.249972
57,1571248440966,2,Outbound,Saggart,00:10:56,00:11:36,4013,d,16/10/2019 18:53:55,16/10/2019 18:53:55,16/10/2019 18:53:56,30484,1.1488891,0.8364121,0.312477
37,1571248440969,4,Inbound,Broombridge,00:03:46,00:04:26,5012,a,16/10/2019 18:53:55,16/10/2019 18:53:56,16/10/2019 18:53:56,30485,1.3988566,1.1957496,0.203107
37,1571248440969,4,Inbound,Parnell,00:11:39,00:12:19,5019,a,16/10/2019 18:53:55,16/10/2019 18:53:56,16/10/2019 18:53:56,30486,1.5552982,1.2270009,0.3282973
37,1571248440969,4,Outbound,Bride's Glen,00:01:49,00:02:29,5015,a,16/10/2019 18:53:55,16/10/2019 18:53:56,16/10/2019 18:53:56,30485,1.4613587,1.1957496,0.2656091
37,1571248440969,4,Outbound,Bride's Glen,00:10:33,00:11:13,5013,a,16/10/2019 18:53:55,16/10/2019 18:53:56,16/10/2019 18:53:56,30485,1.4457263,1.1957496,0.2499767
2,1571248440986,6,Inbound,The Point,00:00:27,00:01:07,4006,a,16/10/2019 18:53:55,16/10/2019 18:53:55,16/10/2019 18:53:56,30484,1.0395277,0.8364121,0.2031156
2,1571248440986,6,Inbound,The Point,00:12:19,00:12:59,4002,a,16/10/2019 18:53:55,16/10/2019 18:53:55,16/10/2019 18:53:55,30484,0.9614005,0.8364121,0.1249884
2,1571248440986,6,Inbound,The Point,00:17:05,00:17:45,3018,a,16/10/2019 18:53:55,16/10/2019 18:53:55,16/10/2019 18:53:55,30483,0.7427013,0.3989622,0.3437391
2,1571248440986,6,Outbound,Tallaght,00:02:59,00:03:39,4002,a,16/10/2019 18:53:55,16/10/2019 18:53:55,16/10/2019 18:53:55,30484,0.9614005,0.8364121,0.1249884
2,1571248440986,6,Outbound,Tallaght,00:07:45,00:08:25,3018,a,16/10/2019 18:53:55,16/10/2019 18:53:55,16/10/2019 18:53:55,30483,0.7270554,0.3989622,0.3280932
2,1571248440986,6,Outbound,Tallaght,00:18:43,00:19:23,3002,a,16/10/2019 18:53:55,16/10/2019 18:53:55,16/10/2019 18:53:55,30483,0.4614557,0.3989622,0.0624935
38,1571248440991,4,Inbound,Broombridge,00:02:16,00:02:56,5012,a,16/10/2019 18:53:55,16/10/2019 18:53:56,16/10/2019 18:53:56,30485,1.3988566,1.1957496,0.203107
38,1571248440991,4,Inbound,Parnell,00:10:09,00:10:49,5019,a,16/10/2019 18:53:55,16/10/2019 18:53:56,16/10/2019 18:53:56,30486,1.5552982,1.2270009,0.3282973
38,1571248440991,4,Outbound,Bride's Glen,00:03:17,00:03:57,5015,a,16/10/2019 18:53:55,16/10/2019 18:53:56,16/10/2019 18:53:56,30485,1.4613587,1.1957496,0.2656091
38,1571248440991,4,Outbound,Bride's Glen,00:12:01,00:12:41,5013,a,16/10/2019 18:53:55,16/10/2019 18:53:56,16/10/2019 18:53:56,30485,1.4457263,1.1957496,0.2499767
11,1571248441011,7,Inbound,Connolly,00:05:00,00:05:40,3019,a,16/10/2019 18:53:55,16/10/2019 18:53:55,16/10/2019 18:53:55,30483,0.7582984,0.3989622,0.3593362
11,1571248441011,7,Inbound,The Point,00:09:55,00:10:35,3009,a,16/10/2019 18:53:55,16/10/2019 18:53:55,16/10/2019 18:53:55,30483,0.492711,0.3989622,0.0937488
11,1571248441011,7,Outbound,Tallaght,00:00:00,00:00:25,3002,a,16/10/2019 18:53:55,16/10/2019 18:53:55,16/10/2019 18:53:55,30483,0.4302095,0.3989622,0.0312473
11,1571248441011,7,Outbound,Saggart,00:01:20,00:02:00,3001,a,16/10/2019 18:53:55,16/10/2019 18:53:55,16/10/2019 18:53:55,30483,0.3989622,0.3989622,0
11,1571248441011,7,Outbound,Tallaght,00:07:09,00:07:49,3025,a,16/10/2019 18:53:55,16/10/2019 18:53:55,16/10/2019 18:53:55,30484,0.9301538,0.8364121,0.0937417
11,1571248441011,7,Outbound,Saggart,00:09:51,00:10:31,4003,a,16/10/2019 18:53:55,16/10/2019 18:53:55,16/10/2019 18:53:55,30484,0.992649,0.8364121,0.1562369
11,1571248441011,7,Outbound,Tallaght,00:14:42,00:15:22,3015,a,16/10/2019 18:53:55,16/10/2019 18:53:55,16/10/2019 18:53:55,30483,0.6333125,0.3989622,0.2343503
44,1571248441016,5,Inbound,Parnell,00:02:03,00:02:43,5019,a,16/10/2019 18:53:55,16/10/2019 18:53:56,16/10/2019 18:53:56,30486,1.5403145,1.2270009,0.3133136
44,1571248441016,5,Inbound,Parnell,00:13:26,00:14:06,5016,a,16/10/2019 18:53:55,16/10/2019 18:53:56,16/10/2019 18:53:56,30486,1.4925964,1.2270009,0.2655955
44,1571248441016,5,Outbound,Bride's Glen,00:01:29,00:02:09,5029,a,16/10/2019 18:53:55,16/10/2019 18:53:56,16/10/2019 18:53:56,30486,1.7275703,1.2270009,0.5005694
44,1571248441016,5,Outbound,Bride's Glen,00:05:05,00:05:45,5008,a,16/10/2019 18:53:57,16/10/2019 18:53:57,16/10/2019 18:53:57,30487,0.8837099,0.8524619,0.031248
44,1571248441016,5,Outbound,Bride's Glen,00:11:16,00:11:56,5015,a,16/10/2019 18:53:55,16/10/2019 18:53:56,16/10/2019 18:53:56,30485,1.476973,1.1957496,0.2812234
51,1571248441025,5,Inbound,Belgard,00:02:38,00:03:18,3026,a,16/10/2019 18:53:55,16/10/2019 18:53:55,16/10/2019 18:53:55,30484,0.9457748,0.8364121,0.1093627
51,1571248441025,5,Inbound,Belgard,00:15:29,00:16:09,3021,a,16/10/2019 18:53:55,16/10/2019 18:53:55,16/10/2019 18:53:55,30484,0.8989199,0.8364121,0.0625078
51,1571248441025,5,Outbound,Saggart,00:01:28,00:02:08,3021,a,16/10/2019 18:53:55,16/10/2019 18:53:55,16/10/2019 18:53:55,30484,0.8832836,0.8364121,0.0468715
51,1571248441025,5,Outbound,Saggart,00:08:06,00:08:46,3013,a,16/10/2019 18:53:55,16/10/2019 18:53:55,16/10/2019 18:53:55,30483,0.5551944,0.3989622,0.1562322
51,1571248441025,5,Outbound,Saggart,00:15:40,00:16:20,4004,a,16/10/2019 18:53:55,16/10/2019 18:53:55,16/10/2019 18:53:56,30484,1.0238944,0.8364121,0.1874823
55,1571248441029,4,Inbound,The Point,00:10:39,00:11:19,3011,a,16/10/2019 18:53:55,16/10/2019 18:53:55,16/10/2019 18:53:55,30483,0.523948,0.3989622,0.1249858
55,1571248441029,4,Inbound,The Point,00:14:36,00:15:16,3017,a,16/10/2019 18:53:55,16/10/2019 18:53:55,16/10/2019 18:53:55,30483,0.7114288,0.3989622,0.3124666
55,1571248441029,4,Outbound,Tallaght,00:08:34,00:09:14,3016,a,16/10/2019 18:53:55,16/10/2019 18:53:55,16/10/2019 18:53:55,30483,0.6645663,0.3989622,0.2656041
55,1571248441029,4,Outbound,Saggart,00:13:34,00:14:14,4013,a,16/10/2019 18:53:55,16/10/2019 18:53:56,16/10/2019 18:53:56,30485,1.1957496,1.1957496,0
6,1571248441038,6,Inbound,The Point,00:00:00,00:00:00,3009,a,16/10/2019 18:53:51,16/10/2019 18:53:51,16/10/2019 18:53:51,30481,0.1807291,0.1338601,0.046869
6,1571248441038,6,Inbound,The Point,00:10:13,00:10:53,4006,a,16/10/2019 18:53:55,16/10/2019 18:53:55,16/10/2019 18:53:56,30484,1.0551444,0.8364121,0.2187323
6,1571248441038,6,Outbound,Saggart,00:03:10,00:03:50,4004,a,16/10/2019 18:53:55,16/10/2019 18:53:55,16/10/2019 18:53:56,30484,1.0082736,0.8364121,0.1718615
6,1571248441038,6,Outbound,Tallaght,00:09:49,00:10:29,3002,a,16/10/2019 18:53:55,16/10/2019 18:53:55,16/10/2019 18:53:55,30483,0.4614557,0.3989622,0.0624935
6,1571248441038,6,Outbound,Saggart,00:11:24,00:12:04,3001,a,16/10/2019 18:53:55,16/10/2019 18:53:55,16/10/2019 18:53:55,30483,0.4145855,0.3989622,0.0156233
6,1571248441038,6,Outbound,Tallaght,00:17:13,00:17:53,3025,a,16/10/2019 18:53:55,16/10/2019 18:53:55,16/10/2019 18:53:55,30484,0.9301538,0.8364121,0.0937417
12,1571248441050,7,Inbound,Connolly,00:06:06,00:06:46,3019,a,16/10/2019 18:53:55,16/10/2019 18:53:55,16/10/2019 18:53:55,30483,0.7582984,0.3989622,0.3593362
12,1571248441050,7,Inbound,The Point,00:11:01,00:11:41,3009,a,16/10/2019 18:53:55,16/10/2019 18:53:55,16/10/2019 18:53:55,30483,0.492711,0.3989622,0.0937488
12,1571248441050,7,Outbound,Saggart,00:00:15,00:00:55,3001,a,16/10/2019 18:53:55,16/10/2019 18:53:55,16/10/2019 18:53:55,30483,0.3989622,0.3989622,0
12,1571248441050,7,Outbound,Tallaght,00:06:04,00:06:44,3025,a,16/10/2019 18:53:55,16/10/2019 18:53:55,16/10/2019 18:53:55,30484,0.9145313,0.8364121,0.0781192
12,1571248441050,7,Outbound,Saggart,00:08:46,00:09:26,4003,a,16/10/2019 18:53:55,16/10/2019 18:53:55,16/10/2019 18:53:55,30484,0.992649,0.8364121,0.1562369
12,1571248441050,7,Outbound,Tallaght,00:13:37,00:14:17,3015,a,16/10/2019 18:53:55,16/10/2019 18:53:55,16/10/2019 18:53:55,30483,0.6333125,0.3989622,0.2343503
12,1571248441050,7,Outbound,Saggart,00:19:02,00:19:42,4008,a,16/10/2019 18:53:55,16/10/2019 18:53:55,16/10/2019 18:53:56,30484,1.1020151,0.8364121,0.265603
1,1571248441055,4,Inbound,The Point,00:11:05,00:11:45,4002,d,16/10/2019 18:53:55,16/10/2019 18:53:55,16/10/2019 18:53:55,30484,0.9614005,0.8364121,0.1249884
1,1571248441055,4,Inbound,The Point,00:15:51,00:16:31,3018,d,16/10/2019 18:53:55,16/10/2019 18:53:55,16/10/2019 18:53:55,30483,0.7427013,0.3989622,0.3437391
1,1571248441055,4,Terminating,Tallaght,00:05:05,00:05:45,4002,a,16/10/2019 18:53:55,16/10/2019 18:53:55,16/10/2019 18:53:55,30484,0.9614005,0.8364121,0.1249884
1,1571248441055,4,Terminating,Tallaght,00:09:51,00:10:31,3018,a,16/10/2019 18:53:55,16/10/2019 18:53:55,16/10/2019 18:53:55,30483,0.7270554,0.3989622,0.3280932
33,1571248441063,8,Inbound,Broombridge,00:01:44,00:02:24,5028,a,16/10/2019 18:53:55,16/10/2019 18:53:56,16/10/2019 18:53:56,30486,1.696331,1.2270009,0.4693301
