stopID,stopQueryTime,count,Direction,Destination,Time,AVLS,Tram,Action,Msg Sent,Msg Received,Msg Processed,XML ID,Total Lag,Create Lag,Process Lag
58,1571247480845,0,,,,,,,,,,,,,
23,1571247480897,1,Outbound,Tallaght,00:07:26,00:08:06,3015,d,16/10/2019 18:37:55,16/10/2019 18:37:55,16/10/2019 18:37:55,29831,0.6419615,0.3601377,0.2818238
3,1571247480903,3,Inbound,The Point,00:08:58,00:09:38,3009,a,16/10/2019 18:37:55,16/10/2019 18:37:55,16/10/2019 18:37:55,29831,0.5007707,0.3601377,0.140633
3,1571247480903,3,Outbound,Tallaght,00:08:07,00:08:47,4006,a,16/10/2019 18:37:55,16/10/2019 18:37:55,16/10/2019 18:37:55,29833,0.9721709,0.8778839,0.094287
3,1571247480903,3,Outbound,Tallaght,00:15:16,00:15:56,4002,a,16/10/2019 18:37:55,16/10/2019 18:37:55,16/10/2019 18:37:55,29832,0.8935202,0.4226549,0.4708653
57,1571247480920,2,Outbound,Saggart,00:06:56,00:07:36,4008,d,16/10/2019 18:37:55,16/10/2019 18:37:55,16/10/2019 18:37:55,29833,0.9877942,0.8778839,0.1099103
57,1571247480920,2,Outbound,Tallaght,00:11:56,00:12:36,3012,d,16/10/2019 18:37:55,16/10/2019 18:37:55,16/10/2019 18:37:55,29831,0.5632668,0.3601377,0.2031291
48,1571247480968,3,Inbound,Parnell,00:00:00,00:00:06,5023,d,16/10/2019 18:37:55,16/10/2019 18:37:55,16/10/2019 18:37:56,29834,1.5356988,0.909152,0.6265468
48,1571247480968,3,Inbound,Broombridge,00:05:26,00:06:06,5012,d,16/10/2019 18:37:55,16/10/2019 18:37:55,16/10/2019 18:37:56,29834,1.3013282,0.909152,0.3921762
48,1571247480968,3,Inbound,Parnell,00:12:26,00:13:06,5019,d,16/10/2019 18:37:55,16/10/2019 18:37:55,16/10/2019 18:37:56,29834,1.4575768,0.909152,0.5484248
50,1571247481015,4,Inbound,Connolly,00:00:01,00:00:41,3019,a,16/10/2019 18:37:55,16/10/2019 18:37:55,16/10/2019 18:37:55,29832,0.7362308,0.4226549,0.3135759
50,1571247481015,4,Inbound,Belgard,00:12:32,00:13:12,3008,a,16/10/2019 18:37:55,16/10/2019 18:37:55,16/10/2019 18:37:55,29831,0.4851382,0.3601377,0.1250005
50,1571247481015,4,Outbound,Saggart,00:06:38,00:07:18,3026,a,16/10/2019 18:37:55,16/10/2019 18:37:55,16/10/2019 18:37:55,29832,0.8305134,0.4226549,0.4078585
50,1571247481015,4,Outbound,Saggart,00:14:03,00:14:43,3021,a,16/10/2019 18:37:55,16/10/2019 18:37:55,16/10/2019 18:37:55,29832,0.7836236,0.4226549,0.3609687
52,1571247481021,4,Inbound,Belgard,00:09:36,00:10:16,3008,a,16/10/2019 18:37:55,16/10/2019 18:37:55,16/10/2019 18:37:55,29831,0.4851382,0.3601377,0.1250005
52,1571247481021,4,Outbound,Saggart,00:00:13,00:00:53,3008,a,16/10/2019 18:37:55,16/10/2019 18:37:55,16/10/2019 18:37:55,29831,0.4695227,0.3601377,0.109385
52,1571247481021,4,Outbound,Saggart,00:09:42,00:10:22,3026,a,16/10/2019 18:37:55,16/10/2019 18:37:55,16/10/2019 18:37:55,29832,0.846134,0.4226549,0.4234791
52,1571247481021,4,Outbound,Saggart,00:17:07,00:17:47,3021,a,16/10/2019 18:37:55,16/10/2019 18:37:55,16/10/2019 18:37:55,29832,0.7992472,0.4226549,0.3765923
51,1571247481024,4,Inbound,Belgard,00:10:49,00:11:29,3008,a,16/10/2019 18:37:55,16/10/2019 18:37:55,16/10/2019 18:37:55,29831,0.4851382,0.3601377,0.1250005
51,1571247481024,4,Outbound,Saggart,00:00:00,00:00:00,3008,a,16/10/2019 18:37:33,16/10/2019 18:37:33,16/10/2019 18:37:33,29817,0.9520992,0.9520992,0
51,1571247481024,4,Outbound,Saggart,00:08:25,00:09:05,3026,a,16/10/2019 18:37:55,16/10/2019 18:37:55,16/10/2019 18:37:55,29832,0.8305134,0.4226549,0.4078585
51,1571247481024,4,Outbound,Saggart,00:15:50,00:16:30,3021,a,16/10/2019 18:37:55,16/10/2019 18:37:55,16/10/2019 18:37:55,29832,0.7992472,0.4226549,0.3765923
2,1571247481034,5,Inbound,The Point,00:07:17,00:07:57,3009,a,16/10/2019 18:37:55,16/10/2019 18:37:55,16/10/2019 18:37:55,29831,0.5007707,0.3601377,0.140633
2,1571247481034,5,Inbound,The Point,00:18:02,00:18:42,4006,a,16/10/2019 18:37:55,16/10/2019 18:37:55,16/10/2019 18:37:55,29833,0.9877942,0.8778839,0.1099103
2,1571247481034,5,Outbound,Tallaght,00:00:00,00:00:37,3009,a,16/10/2019 18:37:55,16/10/2019 18:37:55,16/10/2019 18:37:55,29831,0.5007707,0.3601377,0.140633
2,1571247481034,5,Outbound,Tallaght,00:09:42,00:10:22,4006,a,16/10/2019 18:37:55,16/10/2019 18:37:55,16/10/2019 18:37:55,29833,0.9721709,0.8778839,0.094287
2,1571247481034,5,Outbound,Tallaght,00:16:51,00:17:31,4002,a,16/10/2019 18:37:55,16/10/2019 18:37:55,16/10/2019 18:37:55,29832,0.8935202,0.4226549,0.4708653
1,1571247481040,5,Inbound,The Point,00:06:03,00:06:43,3009,d,16/10/2019 18:37:55,16/10/2019 18:37:55,16/10/2019 18:37:55,29831,0.5007707,0.3601377,0.140633
1,1571247481040,5,Inbound,The Point,00:16:48,00:17:28,4006,d,16/10/2019 18:37:55,16/10/2019 18:37:55,16/10/2019 18:37:55,29833,0.9877942,0.8778839,0.1099103
1,1571247481040,5,Terminating,Tallaght,00:02:03,00:02:43,3009,a,16/10/2019 18:37:55,16/10/2019 18:37:55,16/10/2019 18:37:55,29831,0.5007707,0.3601377,0.140633
1,1571247481040,5,Terminating,Tallaght,00:11:48,00:12:28,4006,a,16/10/2019 18:37:55,16/10/2019 18:37:55,16/10/2019 18:37:55,29833,0.9877942,0.8778839,0.1099103
1,1571247481040,5,Terminating,Tallaght,00:18:57,00:19:37,4002,a,16/10/2019 18:37:55,16/10/2019 18:37:55,16/10/2019 18:37:55,29832,0.8935202,0.4226549,0.4708653
37,1571247481045,5,Inbound,Parnell,00:02:06,00:02:46,5027,a,16/10/2019 18:37:58,16/10/2019 18:37:58,16/10/2019 18:37:58,29835,0.2857083,0.2075753,0.078133
37,1571247481045,5,Inbound,Parnell,00:15:02,00:15:42,5023,a,16/10/2019 18:37:55,16/10/2019 18:37:55,16/10/2019 18:37:56,29834,1.5513279,0.909152,0.6421759
37,1571247481045,5,Outbound,Bride's Glen,00:04:51,00:05:31,5029,a,16/10/2019 18:37:58,16/10/2019 18:37:58,16/10/2019 18:37:58,29835,0.3481978,0.2075753,0.1406225
37,1571247481045,5,Outbound,Bride's Glen,00:08:35,00:09:15,5008,a,16/10/2019 18:37:55,16/10/2019 18:37:55,16/10/2019 18:37:56,29833,1.2075828,0.8778839,0.3296989
37,1571247481045,5,Outbound,Bride's Glen,00:17:28,00:18:08,5015,a,16/10/2019 18:37:55,16/10/2019 18:37:55,16/10/2019 18:37:56,29834,1.3950749,0.909152,0.4859229
39,1571247481049,5,Inbound,Parnell,00:11:47,00:12:27,5023,a,16/10/2019 18:37:55,16/10/2019 18:37:55,16/10/2019 18:37:56,29834,1.5513279,0.909152,0.6421759
39,1571247481049,5,Inbound,Broombridge,00:17:47,00:18:27,5012,a,16/10/2019 18:37:55,16/10/2019 18:37:55,16/10/2019 18:37:56,29834,1.3325824,0.909152,0.4234304
39,1571247481049,5,Outbound,Bride's Glen,00:01:05,00:01:45,5016,a,16/10/2019 18:37:58,16/10/2019 18:37:58,16/10/2019 18:37:58,29835,0.4419499,0.2075753,0.2343746
39,1571247481049,5,Outbound,Bride's Glen,00:08:04,00:08:44,5029,a,16/10/2019 18:37:58,16/10/2019 18:37:58,16/10/2019 18:37:58,29835,0.3638267,0.2075753,0.1562514
39,1571247481049,5,Outbound,Bride's Glen,00:11:48,00:12:28,5008,a,16/10/2019 18:37:55,16/10/2019 18:37:55,16/10/2019 18:37:56,29833,1.2075828,0.8778839,0.3296989
53,1571247481054,5,Inbound,Belgard,00:07:26,00:08:06,3008,d,16/10/2019 18:37:55,16/10/2019 18:37:55,16/10/2019 18:37:55,29831,0.4851382,0.3601377,0.1250005
53,1571247481054,5,Inbound,Belgard,00:17:55,00:18:35,3026,d,16/10/2019 18:37:55,16/10/2019 18:37:55,16/10/2019 18:37:55,29832,0.846134,0.4226549,0.4234791
53,1571247481054,5,Terminating,Saggart,00:02:26,00:03:06,3008,a,16/10/2019 18:37:55,16/10/2019 18:37:55,16/10/2019 18:37:55,29831,0.4851382,0.3601377,0.1250005
53,1571247481054,5,Terminating,Saggart,00:11:55,00:12:35,3026,a,16/10/2019 18:37:55,16/10/2019 18:37:55,16/10/2019 18:37:55,29832,0.846134,0.4226549,0.4234791
53,1571247481054,5,Terminating,Saggart,00:19:20,00:20:00,3021,a,16/10/2019 18:37:55,16/10/2019 18:37:55,16/10/2019 18:37:55,29832,0.7992472,0.4226549,0.3765923
56,1571247481058,5,Inbound,The Point,00:07:25,00:08:05,3012,a,16/10/2019 18:37:55,16/10/2019 18:37:55,16/10/2019 18:37:55,29831,0.5476423,0.3601377,0.1875046
56,1571247481058,5,Inbound,The Point,00:11:58,00:12:38,3016,a,16/10/2019 18:37:55,16/10/2019 18:37:55,16/10/2019 18:37:55,29832,0.6732273,0.4226549,0.2505724
56,1571247481058,5,Inbound,The Point,00:14:50,00:15:30,4013,a,16/10/2019 18:37:55,16/10/2019 18:37:55,16/10/2019 18:37:56,29833,1.0820713,0.8778839,0.2041874
56,1571247481058,5,Outbound,Saggart,00:07:35,00:08:15,4008,a,16/10/2019 18:37:55,16/10/2019 18:37:55,16/10/2019 18:37:55,29833,0.9877942,0.8778839,0.1099103
56,1571247481058,5,Outbound,Tallaght,00:12:35,00:13:15,3012,a,16/10/2019 18:37:55,16/10/2019 18:37:55,16/10/2019 18:37:55,29831,0.5632668,0.3601377,0.2031291
43,1571247481060,5,Inbound,Parnell,00:06:30,00:07:10,5023,a,16/10/2019 18:37:55,16/10/2019 18:37:55,16/10/2019 18:37:56,29834,1.5513279,0.909152,0.6421759
43,1571247481060,5,Inbound,Broombridge,00:12:30,00:13:10,5012,a,16/10/2019 18:37:55,16/10/2019 18:37:55,16/10/2019 18:37:56,29834,1.3169585,0.909152,0.4078065
43,1571247481060,5,Outbound,Bride's Glen,00:06:14,00:06:54,5016,a,16/10/2019 18:37:58,16/10/2019 18:37:58,16/10/2019 18:37:58,29835,0.4419499,0.2075753,0.2343746
43,1571247481060,5,Outbound,Bride's Glen,00:13:13,00:13:53,5029,a,16/10/2019 18:37:58,16/10/2019 18:37:58,16/10/2019 18:37:58,29835,0.3638267,0.2075753,0.1562514
43,1571247481060,5,Outbound,Bride's Glen,00:16:57,00:17:37,5008,a,16/10/2019 18:37:55,16/10/2019 18:37:55,16/10/2019 18:37:56,29833,1.2232068,0.8778839,0.3453229
40,1571247481064,5,Inbound,Parnell,00:10:17,00:10:57,5023,a,16/10/2019 18:37:55,16/10/2019 18:37:55,16/10/2019 18:37:56,29834,1.5513279,0.909152,0.6421759
40,1571247481064,5,Inbound,Broombridge,00:16:17,00:16:57,5012,a,16/10/2019 18:37:55,16/10/2019 18:37:55,16/10/2019 18:37:56,29834,1.3325824,0.909152,0.4234304
40,1571247481064,5,Outbound,Bride's Glen,00:02:33,00:03:13,5016,a,16/10/2019 18:37:58,16/10/2019 18:37:58,16/10/2019 18:37:58,29835,0.4419499,0.2075753,0.2343746
40,1571247481064,5,Outbound,Bride's Glen,00:09:32,00:10:12,5029,a,16/10/2019 18:37:58,16/10/2019 18:37:58,16/10/2019 18:37:58,29835,0.3638267,0.2075753,0.1562514
40,1571247481064,5,Outbound,Bride's Glen,00:13:16,00:13:56,5008,a,16/10/2019 18:37:55,16/10/2019 18:37:55,16/10/2019 18:37:56,29833,1.2232068,0.8778839,0.3453229
49,1571247481067,5,Inbound,Connolly,00:01:49,00:02:29,3019,a,16/10/2019 18:37:55,16/10/2019 18:37:55,16/10/2019 18:37:55,29832,0.7362308,0.4226549,0.3135759
49,1571247481067,5,Inbound,Belgard,00:14:16,00:14:56,3008,a,16/10/2019 18:37:55,16/10/2019 18:37:55,16/10/2019 18:37:55,29831,0.4851382,0.3601377,0.1250005
49,1571247481067,5,Outbound,Saggart,00:04:52,00:05:32,3026,a,16/10/2019 18:37:55,16/10/2019 18:37:55,16/10/2019 18:37:55,29832,0.8305134,0.4226549,0.4078585
49,1571247481067,5,Outbound,Saggart,00:12:17,00:12:57,3021,a,16/10/2019 18:37:55,16/10/2019 18:37:55,16/10/2019 18:37:55,29832,0.7836236,0.4226549,0.3609687
49,1571247481067,5,Outbound,Saggart,00:18:42,00:19:22,3013,a,16/10/2019 18:37:55,16/10/2019 18:37:55,16/10/2019 18:37:55,29831,0.5945204,0.3601377,0.2343827
42,1571247481071,5,Inbound,Parnell,00:08:06,00:08:46,5023,a,16/10/2019 18:37:55,16/10/2019 18:37:55,16/10/2019 18:37:56,29834,1.5513279,0.909152,0.6421759
