stopID,stopQueryTime,count,Direction,Destination,Time,AVLS,Tram,Action,Msg Sent,Msg Received,Msg Processed,XML ID,Total Lag,Create Lag,Process Lag
58,1571248740965,0,,,,,,,,,,,,,
2,1571248740978,4,Inbound,The Point,00:07:03,00:07:43,4002,a,16/10/2019 18:58:55,16/10/2019 18:58:55,16/10/2019 18:58:55,30689,0.9994502,0.6869511,0.3124991
2,1571248740978,4,Inbound,The Point,00:12:34,00:13:14,3018,a,16/10/2019 18:58:55,16/10/2019 18:58:55,16/10/2019 18:58:55,30688,0.8744496,0.5775747,0.2968749
2,1571248740978,4,Outbound,Tallaght,00:03:14,00:03:54,3018,a,16/10/2019 18:58:55,16/10/2019 18:58:55,16/10/2019 18:58:55,30688,0.8744496,0.5775747,0.2968749
2,1571248740978,4,Outbound,Tallaght,00:13:37,00:14:17,3002,a,16/10/2019 18:58:55,16/10/2019 18:58:55,16/10/2019 18:58:55,30688,0.62445,0.5775747,0.0468753
48,1571248741027,3,Inbound,Parnell,00:02:26,00:03:06,5016,d,16/10/2019 18:58:55,16/10/2019 18:58:55,16/10/2019 18:58:56,30691,1.5775723,0.7806994,0.7968729
48,1571248741027,3,Inbound,Broombridge,00:08:26,00:09:06,5029,d,16/10/2019 18:58:55,16/10/2019 18:58:55,16/10/2019 18:58:56,30691,1.8119552,0.7806994,1.0312558
48,1571248741027,3,Inbound,Parnell,00:14:26,00:15:06,5008,d,16/10/2019 18:58:55,16/10/2019 18:58:55,16/10/2019 18:58:56,30690,1.3744469,0.7181976,0.6562493
3,1571248741047,5,Inbound,The Point,00:08:44,00:09:24,4002,a,16/10/2019 18:58:55,16/10/2019 18:58:55,16/10/2019 18:58:55,30689,0.9994502,0.6869511,0.3124991
3,1571248741047,5,Inbound,The Point,00:14:15,00:14:55,3018,a,16/10/2019 18:58:55,16/10/2019 18:58:55,16/10/2019 18:58:55,30688,0.8900742,0.5775747,0.3124995
