stopID,stopQueryTime,count,Direction,Destination,Time,AVLS,Tram,Action,Msg Sent,Msg Received,Msg Processed,XML ID,Total Lag,Create Lag,Process Lag
58,1571246400806,0,,,,,,,,,,,,,
23,1571246400833,1,Outbound,Saggart,00:10:27,00:11:07,3001,d,16/10/2019 18:19:54,16/10/2019 18:19:54,16/10/2019 18:19:54,29088,0.224347,0.2087218,0.0156252
3,1571246400853,4,Inbound,The Point,00:02:22,00:03:02,3017,a,16/10/2019 18:19:54,16/10/2019 18:19:54,16/10/2019 18:19:54,29088,0.5056324,0.2087218,0.2969106
3,1571246400853,4,Inbound,The Point,00:12:29,00:13:09,4009,a,16/10/2019 18:19:54,16/10/2019 18:19:54,16/10/2019 18:19:54,29090,0.8650037,0.3337215,0.5312822
3,1571246400853,4,Outbound,Tallaght,00:02:09,00:02:49,4010,a,16/10/2019 18:19:54,16/10/2019 18:19:54,16/10/2019 18:19:54,29090,0.8806014,0.3337215,0.5468799
3,1571246400853,4,Outbound,Tallaght,00:14:15,00:14:55,3009,a,16/10/2019 18:19:54,16/10/2019 18:19:54,16/10/2019 18:19:54,29088,0.3024692,0.2087218,0.0937474
37,1571246400860,4,Inbound,Parnell,00:08:32,00:09:12,5030,a,16/10/2019 18:19:57,16/10/2019 18:19:57,16/10/2019 18:19:57,29092,0.2258796,0.0383806,0.187499
37,1571246400860,4,Inbound,Broombridge,00:15:03,00:15:43,5002,a,16/10/2019 18:19:54,16/10/2019 18:19:54,16/10/2019 18:19:54,29090,0.9749538,0.3337215,0.6412323
37,1571246400860,4,Outbound,Bride's Glen,00:05:50,00:06:30,5019,a,16/10/2019 18:19:54,16/10/2019 18:19:54,16/10/2019 18:19:55,29091,1.3039994,0.9279586,0.3760408
37,1571246400860,4,Outbound,Bride's Glen,00:15:32,00:16:12,5016,a,16/10/2019 18:19:54,16/10/2019 18:19:54,16/10/2019 18:19:55,29091,1.2571368,0.9279586,0.3291782
50,1571246400866,4,Inbound,Connolly,00:10:38,00:11:18,3014,a,16/10/2019 18:19:54,16/10/2019 18:19:54,16/10/2019 18:19:54,29088,0.4118533,0.2087218,0.2031315
50,1571246400866,4,Inbound,Connolly,00:16:11,00:16:51,3019,a,16/10/2019 18:19:54,16/10/2019 18:19:54,16/10/2019 18:19:54,29089,0.5524669,0.2712194,0.2812475
50,1571246400866,4,Outbound,Saggart,00:02:54,00:03:34,3023,a,16/10/2019 18:19:54,16/10/2019 18:19:54,16/10/2019 18:19:54,29089,0.6306437,0.2712194,0.3594243
50,1571246400866,4,Outbound,Saggart,00:14:35,00:15:15,3008,a,16/10/2019 18:19:54,16/10/2019 18:19:54,16/10/2019 18:19:54,29088,0.2712194,0.2087218,0.0624976
49,1571246400870,4,Inbound,Connolly,00:12:26,00:13:06,3014,a,16/10/2019 18:19:54,16/10/2019 18:19:54,16/10/2019 18:19:54,29088,0.4118533,0.2087218,0.2031315
49,1571246400870,4,Inbound,Connolly,00:17:59,00:18:39,3019,a,16/10/2019 18:19:54,16/10/2019 18:19:54,16/10/2019 18:19:54,29089,0.5680958,0.2712194,0.2968764
49,1571246400870,4,Outbound,Saggart,00:01:08,00:01:48,3023,a,16/10/2019 18:19:54,16/10/2019 18:19:54,16/10/2019 18:19:54,29089,0.6149708,0.2712194,0.3437514
49,1571246400870,4,Outbound,Saggart,00:12:49,00:13:29,3008,a,16/10/2019 18:19:54,16/10/2019 18:19:54,16/10/2019 18:19:54,29088,0.2712194,0.2087218,0.0624976
45,1571246400874,5,Inbound,Broombridge,00:03:58,00:04:38,5002,a,16/10/2019 18:19:54,16/10/2019 18:19:54,16/10/2019 18:19:54,29090,0.9592203,0.3337215,0.6254988
45,1571246400874,5,Inbound,Parnell,00:09:58,00:10:38,5027,a,16/10/2019 18:19:57,16/10/2019 18:19:57,16/10/2019 18:19:57,29092,0.1165069,0.0383806,0.0781263
45,1571246400874,5,Outbound,Bride's Glen,00:04:37,00:05:17,5023,a,16/10/2019 18:19:54,16/10/2019 18:19:54,16/10/2019 18:19:55,29091,1.4133768,0.9279586,0.4854182
