stopID,stopQueryTime,count,Direction,Destination,Time,AVLS,Tram,Action,Msg Sent,Msg Received,Msg Processed,XML ID,Total Lag,Create Lag,Process Lag
23,1571247720844,2,Outbound,Tallaght,00:03:26,00:04:06,3015,d,16/10/2019 18:41:55,16/10/2019 18:41:55,16/10/2019 18:41:55,29997,0.62878,0.3936693,0.2351107
23,1571247720844,2,Outbound,Saggart,00:18:26,00:19:06,4011,d,16/10/2019 18:41:55,16/10/2019 18:41:55,16/10/2019 18:41:56,29999,1.0850148,0.5030466,0.5819682
58,1571247720847,0,,,,,,,,,,,,,
48,1571247720907,2,Inbound,Broombridge,00:01:26,00:02:06,5012,d,16/10/2019 18:41:55,16/10/2019 18:41:55,16/10/2019 18:41:56,29999,1.3204343,0.5030466,0.8173877
48,1571247720907,2,Inbound,Parnell,00:08:26,00:09:06,5019,d,16/10/2019 18:41:55,16/10/2019 18:41:55,16/10/2019 18:41:56,30000,1.5079328,0.5342913,0.9736415
1,1571247720921,4,Inbound,The Point,00:02:20,00:03:00,3009,d,16/10/2019 18:41:55,16/10/2019 18:41:55,16/10/2019 18:41:55,29997,0.4874186,0.3936693,0.0937493
1,1571247720921,4,Inbound,The Point,00:12:31,00:13:11,4006,d,16/10/2019 18:41:55,16/10/2019 18:41:55,16/10/2019 18:41:55,29998,0.9907512,0.4092945,0.5814567
1,1571247720921,4,Terminating,Tallaght,00:07:31,00:08:11,4006,a,16/10/2019 18:41:55,16/10/2019 18:41:55,16/10/2019 18:41:55,29998,0.9907512,0.4092945,0.5814567
1,1571247720921,4,Terminating,Tallaght,00:14:56,00:15:36,4002,a,16/10/2019 18:41:55,16/10/2019 18:41:55,16/10/2019 18:41:55,29998,0.9120862,0.4092945,0.5027917
3,1571247720927,5,Inbound,The Point,00:05:15,00:05:55,3009,a,16/10/2019 18:41:55,16/10/2019 18:41:55,16/10/2019 18:41:55,29997,0.4874186,0.3936693,0.0937493
